Item,Description,Unit,Cost
450409133,LIMPIA PILETA EL ABUELO S/CABO,PZ,1039.208245523
450409134,ENROLLADOR P/CORTINA 4 MT PULIDO,PZ,1039.208245523
451305357,INSEC ALLEMANDI YARARA TARRO 24x250,PZ,1044.81
450409150,FRATACHO PINO 12 x 40 CM,PZ,1045.65937752
450802746,PITON S/TOPE CERRADO P/TACO  8 x 50,PZ,1046.29
451305543,REGULADOR P/GARR C/MANG 0.80 MT IMP,PZ,1056.02
451305447,PINTURA MATRA AEROSOL NARANJA,PZ,1059.25
451305448,PINTURA MATRA AEROSOL NEGRO,PZ,1059.25
450812362,CABLE CORDON  4.8 MM 1 x  7,PZ,1060.8
424564354,BANDA AA TELA 100x610 O/A MAD G. 60,PZ,1061.43
424592788,LEBRILLO CHAPA GALV REF N.26  70 LT,PZ,1062.05
424572066,MECHA EZETA WIDIA CORTA 22 MM,PZ,1063.83
450408941,MACHO URANGA A/RAPIDO M 11 x 1.00,PZ,1067.04
450408942,MACHO URANGA A/RAPIDO M 10 x 1.25,PZ,1067.04
451305340,LINGA ACERO VARIOS COLORES 0.90 CM,PZ,1067.8
451305343,DISCO XPERT   C/P 114x1.6x22.2 O/A,PZ,1067.8
424596615,MALLA R 84 2.15x50 MT 150x250x4.0 MM,PZ,1068.63
451305185,ESPATULA S JUANA ENDUIR 140 MM,PZ,1069.5
422002158,CLAVO ESCUADRA PUL 16 -  50,PZ,1071.36
450409232,CURVA CHAPA GALV CORRUGADA 4 ANG 45,PZ,1072.27029701
450901213,MECHA EZETA CILIND TITANIO  3.00 MM,PZ,1082.72
450409281,ACEITERA PLAST PICO RIGIDO 250 CM3,PZ,1087.389686421
450409283,ACEITERA PLAST PICO FLEX   250 CM3,PZ,1087.389686421
451305605,CANDADO 606 50MM JGO  6 PZS MAESTRO,PZ,1090.03
451305331,TORNILLO TIRAFONDO GALV 3/8 x2 1/4,PZ,1090.79
451305332,TORNILLO TIRAFONDO GALV 3/8 x2 1/2,PZ,1090.79
451305339,TORNILLO TIRAFONDO GALV 3/8 x5,PZ,1090.79
451305341,DISCO XPERT   C/P 114x1.0x22.2 O/A,PZ,1090.79
450409114,HORQUILLA GHERARDI 6 PUAS C/LARGO,PZ,1092.660482073
450409115,ESQUINERO ANG CROM  125 x 125 MM,PZ,1092.660482073
451305408,PLANCHUELA 1518 6     x   1/2,PZ,1099.34
451305644,CAJA METALICA A3 12x17x48 1 BANDEJA,PZ,1099.34
424588704,GANCHO P/ARMARIO BCE 25 MM x 100,PZ,1100
424589589,MECHA EZETA CILIND TITANIO  1.75 MM,PZ,1100
424596585,DISCO AA GOLD    6 PERF 154  G.320,PZ,1100
424588136,CHAIRA BIASSONI LISA 10 - 254 MM,FR,1102.88
424596609,CAÃ‘O CONDUIT GALV 2 1/2 x 6.40 MT,PZ,1102.94
424596170,CLAVO CAJ BARNIZADO FRACC  18-152,PZ,1104
450409231,ESPATULA S JUANA ENDUIR 240 MM,PZ,1104.871553354
450409191,BARRENO BIASSONI 1,PZ,1105.793143639
450409243,ABRAZ GALV CAÃ‘O ELECTRICIDAD  3/8,PZ,1105.793143639
450409244,ESCUADRA S JUANA MILIMETRADA 30 CM,PZ,1105.793143639
450300921,MECHA EZETA COLA CONICA 48.25 MM,PZ,1107.59
450409270,ACEITERA PLAST LISA,PZ,1107.670793468
450812286,HERRADURA ACANALADA PESADA 0,PZ,1130.48
450408973,RIEL RTO-CORRED PLAST C/CRUCE x  10,PZ,1138.82
424596616,MALLA Q 84 3x2 MT 150x150x4.0 MM,PZ,1142.16
451305619,CAÃ‘O ALTA PRESION ROJO  8 MM x50 MT,PZ,1142.28
450814126,REGULADOR PAZ P/GARR C/MANG 0.80 MT,PZ,1144.06
450819632,MECHA EZETA COLA CONICA 42.75 MM,PZ,1150
450819633,MECHA EZETA COLA CONICA 44.00 MM,PZ,1150
424589587,MECHA EZETA CILINDRICA A/R 16.75 MM,PZ,1151.01
450409273,RIEL RTO-CORDON PERLON SUP x 200 MT,PZ,1151.322182807
450812397,GUARDACABO GALV   3/4,PZ,1155.92
451305486,CEMENTO SIN TOLUENO x    1/4 LT,PZ,1158.62
450802777,ADAP HEXAG P/AUTOPERF  3/8 x 65 MM,PZ,1161.13
450803007,TOR P/MECHA C/FIJAD-PHIL 10 x   3/4,PZ,1161.13
450803627,RIEL DOBLE BLANCO 2.50 MT,PZ,1161.13
450817145,MECHA EZETA COLA CONICA 15.50 MM,HJ,1164.8
424575527,GANCHO ESTIRA TEJ GALV 3/8  x 12,PZ,1167.25
450812411,MECHA EZETA COLA CONICA 38.50 MM,PZ,1170.08
450409135,ENROLLADOR P/CORTINA 6 MT PULIDO,PZ,1173.06923447
424596610,CAÃ‘O CONDUIT GALV 2     x 6.40 MT,PZ,1176.47
424589592,MECHA EZETA CILIND TITANIO  1.50 MM,PZ,1181.86
450409121,ESTUFA FUND Y CHAPA ACC-CODO,PZ,1185.510703323
424593611,REGATON REGULABLE 3/8  BASE CHICA,PZ,1186.97
424588707,CLAVO CAJ PULIDO 10- 25 x 30 KG,PZ,1200
451305449,CAJA METALICA A2 12x17x41 1 BANDEJA,PZ,1201.56
424580342,MECHA EZETA CILIND TITANIO  7.50 MM,PZ,1202.5
450409219,BALDE CHAPA GALV REF N.12  13 LT,PZ,1206.361683528
450409220,BALDE CHAPA GALV REF N.13  15 LT,PZ,1206.361683528
450409222,BALDE CHAPA GALV REF N.11  10 LT,PZ,1206.361683528
450804444,CLAVO P/PARIS FRACC  4,PZ,1208.63
424588342,CLAVO ESPIRALADO FRACC  4,PZ,1210.31
424596617,MALLA R 84 3x2 MT 150x250x4.0 MM,PZ,1215.69
450805997,BIS FICHA P/SOLD REF  80-33-8 x 2.5,PZ,1230.82
450409139,FRATACHO ALGARROBO 12 x 20 CM,PZ,1240.11492773
450409140,FRATACHO ALGARROBO 12 x 25 CM,PZ,1240.11492773
450409141,FRATACHO ALGARROBO 12 x 30 CM,PZ,1240.11492773
451305610,CANDADO 606 50MM JGO  6 PZS COMB,PZ,1240.51
450409120,ESTUFA FUND Y CHAPA REDONDA 56x40,PZ,1246.566059727
424596611,CAÃ‘O CONDUIT GALV 1 1/2 x 6.40 MT,PZ,1250
450813437,ABRAZ AMERICANA 3003/5  38 -  50 MM,PZ,1253.92
451305487,CEMENTO SIN TOLUENO x    1/2 LT,PZ,1262.36
451305488,CEMENTO SIN TOLUENO x  1     LT,PZ,1262.36
450810819,DESTAPACAÃ‘ERIA CINTA ACERO  5 MT,PZ,1266.38
451305387,LLAVE PASO DUKE METAL ESFERA 2 1/2,PZ,1271.86
450819416,LIJA AA FENOB G.100   120 x 45000,PZ,1274
450819417,HERRADURA ACANALADA PESADA C/CLIP 7,PZ,1274
450409116,ESQUINERO ANG CROM  150 x 150 MM,PZ,1283.544869927
450409117,CARCIMA 3328 TIJERA CESPED FIJA,PZ,1283.544869927
424596175,CLAVO CAJ BARNIZADO FRACC  18-101,PZ,1284
424596176,CLAVO CAJ BARNIZADO FRACC  17- 75,PZ,1284
424596177,CLAVO CAJ BARNIZADO FRACC  16- 63,PZ,1284
424596178,CLAVO CAJ BARNIZADO FRACC  15- 50,PZ,1284
424596179,CLAVO CAJ BARNIZADO FRACC  14- 50,PZ,1284
424596180,CLAVO CAJ BARNIZADO FRACC  14- 40,PZ,1284
424596183,CLAVO CAJ BARNIZADO FRACC  13- 45,PZ,1284
424596184,CLAVO CAJ BARNIZADO FRACC  12- 38,PZ,1284
424596185,CLAVO CAJ BARNIZADO FRACC  12- 35,PZ,1284
424596186,CLAVO CAJ BARNIZADO FRACC  12- 32,PZ,1284
424596187,CLAVO CAJ BARNIZADO FRACC  10- 30,PZ,1284
424596188,PITON S/TOPE ESCUAD  BCE 20-60 x 50,PZ,1284
450905552,MECHA EZETA COLA CONICA 47.25 MM,PZ,1289.6
450812284,RIEL DOBLE ALUM   1.50 MT,PZ,1295.42
450905783,CINTA EVEL 105 STANDARD     5 MT,PZ,1296.699552238
450408944,CLAVO ESCUADRA PUL 24 - 100 x  50,PZ,1299.195
450400559,RIEL RTO-PERILLA PLAS C/PLOMO x  10,PZ,1303.57
450800137,BROCA MANUAL UR38 3/8,PZ,1305.41
450906004,ARCO SIERRA EL ABUELO FIJ RTO-CABO,PZ,1314.222556049
451305333,TORNILLO TIRAFONDO GALV 3/8 x2 3/4,PZ,1317.46
451305334,TORNILLO TIRAFONDO GALV 3/8 x3,PZ,1317.46
451305335,TORNILLO TIRAFONDO GALV 3/8 x3 1/4,PZ,1317.46
451305336,TORNILLO TIRAFONDO GALV 3/8 x3 1/2,PZ,1317.46
424593993,POLIET SIXCOM 4 x 200 x  50 CRISTAL,PZ,1319.63
424591414,REGADERA CHAPA GALV N.1   8 LT,PZ,1323.02
450812514,GUANTE LATEX P/CORTO  8,PZ,1325.38
450409137,DESTAPA INODORO EL ABUELO,PZ,1340.568268833
450409229,ESPATULA S JUANA PINTOR 40 MM,PZ,1340.568268833
450409230,ESPATULA S JUANA PINTOR 30 MM,PZ,1340.568268833
450813811,HERRADURA ACANALADA PESADA C/CLIP 2,PZ,1348.32
450400555,CABO P/MARTILLO RECTO 0.40 MT,PZ,1350.38
451305496,CEMENTO SOPLETEABLE INCOL x 18 LT,PZ,1357.93
424590241,ANAFE 1 HORN ENLOZ C/ROB GAS NAT,CJ,1361.92
451305471,AEROSOL MATRA CONVERTIDOR OXIDO,PZ,1362.68
424599002,GANCHO ESTIRA TEJ GALV 3/8  x  6,PZ,1365.65
424593994,POLIET SIXCOM 4 x 100 x 100 CRISTAL,PZ,1385.38
451305415,PLANCHUELA 1518 5     x   3/4,PZ,1385.67
451305417,PLANCHUELA 1518 6     x   5/8,PZ,1385.67
424565881,MECHA EZETA CILIND TITANIO  9.75 MM,CJ,1393.6
450819394,ALAMB GDO A/R OVAL 17/15 FORTIN,PZ,1397.99
450819325,CORTINA P/BAÃ‘O COMPLETA GRIS,PZ,1401.2
450409151,FRATACHO PINO 12 x 45 CM,PZ,1407.498763307
450409136,ENROLLADOR P/CORTINA 8 MT PULIDO,PZ,1407.613962093
450409225,LEBRILLO CHAPA GALV REF N.12  10 LT,PZ,1407.613962093
450409226,LEBRILLO CHAPA GALV REF N.14  12 LT,PZ,1407.613962093
450409227,CURVA CHAPA GALV CORRUGADA 6 ANG 45,PZ,1407.613962093
424589568,MECHA EZETA CILINDRICA A/R 18.75 MM,PZ,1407.7
451305472,CEMENTO 51 P/APARAR CALZADO x  1 LT,PZ,1408.28
451305585,CANDADO 606 40 MM ARCO ALTO  62 MM,PZ,1418.73
451305586,CANDADO 606 40 MM ARCO ALTO 125 MM,PZ,1418.73
451305587,CANDADO 606 40 MM CON COMBINACION,PZ,1418.73
424566073,GANCHO CONTRA VIENTO 24 - 110 x 15,PZ,1440.4
451305186,ESPATULA S JUANA ENDUIR 120 MM,PZ,1449
424564753,CLAVO C/PERDIDA  6-12,PZ,1457.29
450409142,FRATACHO ALGARROBO 12 x 35 CM,PZ,1474.774854138
450409143,FRATACHO ALGARROBO 12 x 40 CM,PZ,1474.774854138
413062573,MENSULA DOBLE ALUM   370 MM,PZ,1475.04
450817497,PITON HO PUL ESCUAD  21 -  40 x 100,PZ,1478.17
450905755,CABO P/RASTRILLO 1.50 MT,PZ,1482
424572090,MECHA EZETA DOBLE PUNTA 4.90 MM,PZ,1487.71
450409122,ESTAÃ‘O VARILLA 33%,PZ,1488.598708418
451305192,ESCARDILLO PALA Y 2 PUAS 67 MM,PZ,1504.2
413063495,MACHO URANGA A/ALEADO NF  7/16 x 20,PZ,1504.85
450409228,BARRENO BIASSONI    1/2,PZ,1507.952104411
424573395,MECHA MAX PLANA P/MAD    3/4,PZ,1509.09
451305681,CABO P/MARTILLO RECTO 0.30 MT,PZ,1512
451305526,CINTA TEJ P/SILLON AZUL      x 100 MT,PZ,1526.84
451305397,DISCO XPERT   MAQ SENS 350x3x25 O/A,PZ,1548.31
450818620,CUCHARA ROBLE P/ALBAÃ‘IL N. 8,PZ,1550
450818699,MAQ ZONTA RTO-PORTA RUEDA INCIDORA,PZ,1560
450811547,CABLE ACERO 14.0 MM 6 x 19+1,PZ,1568.32
424596199,BANDA AA TELA  50x478 O/A MET G. 80,PZ,1570.67
451305525,HORM ALLEMANDI DUAL BOLSA  20x 1 KG,PZ,1588.78
424572011,MECHA EZETA WIDIA LARGA 400 14 MM,PZ,1591.57
450814055,GRAMPA PRENSA CABLE GALV   7/8,PZ,1604.91
450409138,DESTAPADOR EL ABUELO SUPER SOPAPA,PZ,1608.405445514
450906061,ARANDELA FICHA BRONCEADA 11.0 MM,PZ,1613
450409221,BALDE CHAPA GALV REF N.14  22 LT,PZ,1620.962113152
450409144,FRATACHO ALGARROBO 12 x 45 CM,PZ,1641.928292144
450409145,FRATACHO ALGARROBO 12 x 50 CM,PZ,1641.928292144
450409196,ESCUADRA S JUANA MILIMETRADA 20 CM,PZ,1641.928292144
450813698,CLAVO ESCUADRA PUL 25 - 110,PZ,1669.45
450409189,BARRENO BIASSONI    3/4,PZ,1675.56633756
450409190,BARRENO BIASSONI    7/8,PZ,1675.56633756
450409193,BARRENO BIASSONI 1  1/2,PZ,1675.56633756
450409194,BARRENO BIASSONI 2,PZ,1675.56633756
424564980,MECHA EZETA WIDIA BOSCH  5 x 110 MM,PZ,1689.35
450802289,DISCO AA GOLD    6 PERF 154  G.800,PZ,1692.1
451305388,LLAVE PASO DUKE METAL ESFERA 3,PZ,1699.17
451305389,LLAVE PASO DUKE METAL ESFERA 4,PZ,1699.17
451305481,CEMENTO 51 P/APARAR CALZADO x 18 LT,PZ,1699.17
424580144,HILO CHORICERO 10 x  50 GR,PZ,1700.04
424595635,FLEX DUKE PLAST CONEX MET 1/2 x 30,PZ,1700.6
450409157,TUERCA ESTAMPADA HEXAGONAL 5/32,PZ,1709.204382975
450409158,TUERCA ESTAMPADA HEXAGONAL 3/16,PZ,1709.204382975
450409123,CUCHARA GHERARDI SOLDADA N. 7,PZ,1709.319581761
424564806,CINTA TEFLON    1/2 x 10 MT,PZ,1727.44
424593565,CHAIRA BIASSONI RAYADA  6 - 152 MM,PZ,1728.33
450818517,GANCHO CONTRA VIENTO 21 - 100 x 25,PZ,1736.43
450801826,CLAVO ESCUADRA PUL 23 - 100,PZ,1736.51
451305322,TORNILLO TIRAFONDO GALV 5/16x5,PZ,1738.31
450409249,ESQUINERO ANG PULIDO 100 x 100 MM,PZ,1742.496832034
450409250,ESQUINERO ANG PULIDO  90 x  90 MM,PZ,1742.496832034
450409251,ESQUINERO ANG PULIDO  25 x  25 MM,PZ,1742.496832034
450409252,ESCUADRA PLANA GALV 100 x 17 MM,PZ,1742.496832034
450409253,ESCUADRA PLANA GALV  90 x 15 MM,PZ,1742.496832034
450409254,ESCUADRA PLANA GALV  75 x 13 MM,PZ,1742.496832034
450409255,ESCUADRA PLANA GALV  65 x 10 MM,PZ,1742.496832034
450409256,ESCUADRA PLANA GALV  50 x 10 MM,PZ,1742.496832034
450409257,ESCUADRA PLANA GALV  38 x 10 MM,PZ,1742.496832034
451305358,INSEC ALLEMANDI YARARA TARRO 12x250,PZ,1744.39
424600069,GUANTE LATEX P/CORTO 11,PZ,1764
450816354,PITON P/MAD SOLDADO  20 -  60 x 50,PZ,1764.6
424590526,MECHA EZETA WIDIA LARGA 200  8 MM,PZ,1774.87
450811163,BIS FICHA P/SOLD REF  80-33   x 2.5,PZ,1784.64
450819435,MECHA EZETA CILINDRICA A/R 10.25 MM,PZ,1799.6
451305222,ALAMB FORRADO P/TENDEDERO x 100 MT,PZ,1804
424594587,MACHO URANGA A/RAPIDO M 16 x 1.50,PZ,1814.75
451305390,DISCO XPERT   C/D 114x3.0x22.2 O/A,PZ,1826.66
451305617,CABEZAL P/CORTINA MOSQUERA  80 CM,PZ,1826.66
451305555,COLA X-36 P/MADERA DURA x  1 KG,PZ,1832.93
451305492,CEMENTO SIN TOLUENO x  4     LT,PZ,1833.31
451305493,CEMENTO SIN TOLUENO x 10     LT,PZ,1833.31
451305494,CEMENTO SIN TOLUENO x 18     LT,PZ,1833.31
450409153,FRATACHO PLASTICO C/POL 20 CM,PZ,1843.295769494
450409154,FRATACHO PLASTICO C/POL 25 CM,PZ,1843.295769494
450409155,FRATACHO PLASTICO C/POL 30 CM,PZ,1843.295769494
450409156,TUERCA ESTAMPADA HEXAGONAL 1/8,PZ,1843.295769494
450802635,PALANQ  LAMINADA 1045  50.80 MM,PZ,1846.86
424594586,MACHO URANGA A/RAPIDO M 16 x 1.00,PZ,1848
424595489,TENSOR ACERO GALV IMP  3/4,PZ,1852.24
450813828,ADHESIVO DUKE P/PVC  220 CM3 PINCEL,PZ,1861.1
451305606,MACHO URANGA A/RAPIDO NC  9/16 x 12,PZ,1862.57
424592192,GANCHO ESTIRA TEJ GALV 5/16 x  5,PZ,1877.88
450905754,CABO P/RASTRILLO 1.65 MT,PZ,1878
424594622,MACHO URANGA A/ALEADO BSP  1/4 x 19,PZ,1883.82
450811189,MECHA EZETA COLA CONICA  5.25 MM,PZ,1885.07
424588702,PITON HO PUL ESCUAD  27 - 140 x  25,PZ,1900
424591775,MECHA EZETA CILIND TITANIO  5.50 MM,PZ,1908.59
451305391,DISCO XPERT   C/D 178x3.0x22.2 O/A,PZ,1910.64
451305516,IMPRIMACION P-61 x 5 KG,PZ,1910.64
424572866,MECHA EZETA CILIND TITANIO 10.00 MM,PZ,1943.14
450811541,CLAVO CAJ PULIDO 18-100 x 30 KG,PZ,1960.82
450409276,TENDEDERO EXTENS 7 V  45 CM,PZ,1969.013439097
450802762,CLAVO ESCUADRA PUL 23 - 110,PZ,1988.19
424592784,CACEROLA FUND ENLOZADA N. 2,PZ,1989.16
451305414,PLANCHUELA 1518 5     x   5/8,PZ,1995.95
451305527,CINTA TEJ P/SILLON NARANJA   x 100 MT,PZ,1995.95
450816388,CINTA EVEL 125 STANDARD    25 MT,PZ,1997.803581234
451305464,PINTURA MATRA AEROSOL VERDE INGLES,PZ,1998.8
450813594,MACHO URANGA A/ALEADO BSPT 1/4 x 19,PZ,2006.95
450409146,FRATACHO PINO 12 x 20 CM,PZ,2010.679605071
450409147,FRATACHO PINO 12 x 25 CM,PZ,2010.679605071
450409188,BARRENO BIASSONI   11/16,PZ,2010.679605071
450409192,BARRENO BIASSONI 1  1/8,PZ,2010.679605071
450804227,MACHO TAP A/LAMINADO NF  5/16 x 24,PZ,2017.6
451305607,CANDADO 606 40MM JGO  6 PZS COMB,PZ,2021.41
424581576,SIFON P/BACHA DOBLE  DIAM 50 MM,PZ,2028
450813593,MECHA EZETA COLA CONICA 19.75 MM,PZ,2046.62
424596203,PITON S/TOPE CERRADO BCE 18-40 x100,PZ,2054.4
424596204,PITON S/TOPE CERRADO BCE 17-35 x100,PZ,2054.4
424596205,PITON S/TOPE CERRADO BCE 16-30 x200,PZ,2054.4
424596207,PITON S/TOPE CERRADO BCE 15-25 x200,PZ,2054.4
450815957,PITON P/MAD SOLDADO  21 -  70 x 50,PZ,2055.24
450901051,BALDE PLAST PICO VERT 10 LT ROJO,PZ,2063.36
450409159,TUERCA ESTAMPADA HEXAGONAL 1/4,PZ,2077.610099546
450409160,TUERCA ESTAMPADA HEXAGONAL 5/16,PZ,2077.610099546
450409161,TUERCA ESTAMPADA HEXAGONAL 3/8,PZ,2077.610099546
450409162,TUERCA ESTAMPADA CUADRADA  1/8,PZ,2077.610099546
450409163,TUERCA ESTAMPADA CUADRADA  5/32,PZ,2077.610099546
450409165,TUERCA ESTAMPADA CUADRADA  1/4,PZ,2077.610099546
424572784,CINTA EVEL 202 RETROFLEX    2 MT,PZ,2081.04
450409369,MACHO URANGA A/RAPIDO NC  1/2  x 13,PZ,2085.25
424572687,GUANTE LATEX P/CORTO 10,PZ,2099.78
451305392,DISCO XPERT   C/D 230x3.0x22.2 O/A,PZ,2123.63
450905679,BISAGRA REVERSIBLE BCEADA  2x 5x1.5,PZ,2125.76
450817189,CORTINA P/BAÃ‘O RTO-PROTECT BEIGE,PZ,2130.13
450816507,ARGOLLA NIQUELADA 30 MM,PZ,2139.61
450409277,AZADA FERCAS CARPIR N.0  110 MM,PZ,2147.514043502
450409370,MACHO URANGA A/RAPIDO NC  7/16 x 14,PZ,2177.78
451301849,MECHA EZETA CILINDRICA A/R 13.25 MM,PZ,2186.39
424592437,CLAVO ESCUADRA PUL 19 -  60,KT,2189.62
450818806,CLAVO C/CHATA 10-40,PZ,2200
451305470,AEROSOL MATRA BARNIZ MARINO,PZ,2226.04
451305553,CEMENTO 91 DE CONTACTO  x  4     LT,PZ,2229.65
451305467,PINTURA MATRA AEROSOL ORO,PZ,2248.65
451305592,CAÃ‘O HIDROCARBURO  5 -  9  x 50 MT,PZ,2248.65
450816434,ROLDANA CHAPA GALV 38 MM,PZ,2263.132018636
424590529,REGLA EVEL METALICA 100 CM,PZ,2267.29
424593812,MACHO URANGA A/ALEADO NC  5/16 x 18,PZ,2268.24
451301080,CLAVO ESCUADRA PUL 24 - 120,PZ,2288
451305517,COLA T-15 P/TELGOPOR   200 GR,PZ,2293.49
424588156,CLAVO ESPIRALADO FRACC  2 1/2,PZ,2336.64
450409164,TUERCA ESTAMPADA CUADRADA  3/16,PZ,2345.90807137
424588484,CLAVO ACERO ESC GALV 4.0 - 90 x 50,PZ,2362.11486248
451305244,MACHO URANGA A/RAPIDO M  9 x 1.00,PZ,2362.65
451301847,MECHA EZETA CILINDRICA A/R 13.00 MM,PZ,2371.99
451301011,PITON HO PUL ESCUAD  26 - 120 x  25,PZ,2385.66
450816402,GANCHO HOOK P/COLGAR 150 x 150 MM,PZ,2387.799
424592235,MECHA EZETA CILIND TITANIO  6.50 MM,PQ,2388.24
424584771,CADENA P/PERRO N.15 LARGO 1.70 MT,PZ,2393.35
424590540,MECHA EZETA WIDIA CORTA  6 MM,PZ,2407.36
450803402,MAQ ZONTA PERF RTO-BRAZO GIRATORIO,PZ,2439.3
450806566,GANCHO ESTIRA TEJ GALV 5/16 x 13,PZ,2446.33
451305469,MACHO URANGA A/RAPIDO M  6 x 0.75,PZ,2453.09
450819469,ARGOLLA NIQUELADA 25 MM,PZ,2454.49
450819471,ARGOLLA NIQUELADA 27 MM,PZ,2454.49
450816409,CLAVO ESCUADRA PUL 24 -  80,PZ,2461.695255334
451301887,BISAGRA REVERSIBLE PULIDA 80x20x1.5,PZ,2463.76
451305146,RIEL RTO-TOPE PLAST COMUN     x  10,PZ,2478.06
450801503,GANCHO J P/GALPON COMP 1/4 x  70 MM,PZ,2484.62
451305473,CEMENTO 51 P/APARAR CALZADO x  4 LT,PZ,2489.76
450400705,ARCO SIERRA EL ABUELO BRICOLSIER,PZ,2495.41
451300792,CLAVO ESCUADRA PUL 25 -  80,PZ,2496
424599905,CLAVO ACERO ESC GALV 3.5 - 60 x100,PZ,2528.13
450409166,TUERCA ESTAMPADA CUADRADA  5/16,PZ,2546.814753576
450409167,TUERCA ESTAMPADA CUADRADA  3/8,PZ,2546.814753576
451300168,MECHA EZETA COLA CONICA 49.25 MM,PQ,2555.28
451305608,CAÃ‘O RIEGO GREEN 1     x 50 MT,PZ,2557.97
424596163,PITON S/TOPE ESCUAD  BCE 17-35 x100,PZ,2568
424596164,PITON S/TOPE ESCUAD  BCE 18-40 x100,PZ,2568
424596165,PITON S/TOPE ESCUAD  BCE 16-30 x200,PZ,2568
424596166,PITON S/TOPE ESCUAD  BCE 15-25 x200,PZ,2568
450819470,ALAM PUAS 16-101 x  25 MT,PZ,2568.29
450816438,CLAVO ACERO GALV 2.0 - 25 x 200,PZ,2580.19789336
450816497,MAQ RTO-RUEDA DE WIDIA x 5 U,PZ,2590
450816498,BUSCAPOLO EL ABUELO  x 10 U,PZ,2590
450819706,PUNTA GHERARDI HEXAGONAL 18-21 300,PZ,2597.33
451305278,TORNILLO TIRAFONDO GALV 3/16x2,PZ,2612.12
424564450,TELA M/SOMBRA 100 MT AZUL -BLAN 80%,PZ,2622.46
424595098,CABO P/LIMA PLANA     100 A 150 MM,PZ,2645.76
450800287,MECHA EZETA COLA CONICA 22.50 MM,PZ,2645.76
424590525,MECHA EZETA WIDIA LARGA 200 10 MM,PZ,2659.16
451305346,DISCO XPERT   C/P 178x1.6x22.2 O/A,PZ,2664.18
451404408,CLAVO ACERO GALV 3.0 - 30 x 100,PZ,2665.6
450803403,BISAGRA T/1842 63 MM,PZ,2693.6
450816496,BISAGRA REVERSIBLE PULIDA  2x 5x1.5,PZ,2693.6
424573248,MECHA MAX PLANA P/MAD    3/8,PZ,2698.8
424566336,CLAVO CAJ PULIDO 12- 25 x 30 KG,CJ,2701.23
451305349,HORM ALLEMANDI MIREX BOLSA 12x500GR,PZ,2705.41
424596200,GRIFERIA VENUS DUCHA S/TRANS CROMO,PZ,2717.12
413062561,MENSULA DOBLE ALUM   470 MM,PZ,2740.63
424564472,GRAMPA PRENSA CABLE GALV   7/16,PZ,2744.7
450819215,GRAMPA P/CERCO  9-38 MM,PZ,2757.758
450818672,MAQ ZONTA PERF RTO-BARRENADOR,PZ,2784.6
450409275,AZADA FERCAS ALBAÃ‘IL C/REGATON,PZ,2789.5252467
450803401,BISAGRA T/1842 38 MM,PZ,2795.96
451305149,MECHA EZETA COLA CONICA 46.00 MM,PZ,2801.13
424599825,FAROL RTO-BOQUILLA 250 W,PZ,2818.53
424590530,MECHA EZETA WIDIA LARGA 400 22 MM,PZ,2861.36
451305515,IMPRIMACION P-61 x 1 KG,PZ,2866.53
451305552,CEMENTO 91 DE CONTACTO  x  1     LT,PZ,2866.53
424564379,MECHA NEIKE WIDIA CORTA 10 MM,PZ,2884.72
451305393,DISCO XPERT   C/D 114x4.8x22.2 O/A,PZ,2972.93
451305182,MECHA EZETA COLA CONICA 44.50 MM,PZ,3018.143856109
424580873,MECHA EZETA WIDIA CORTA  8 MM,CJ,3065.44
451301278,BISAGRA REVERSIBLE BCEADA  2x 3x1.5,PZ,3086.35
451305241,TEJ ROMBO ACINDAR 150-63-14-10 ML,PZ,3108.59
424593810,MACHO URANGA A/ALEADO NC  1/4  x 20,PZ,3121.04
450816445,CLAVO ACERO GALV 1.7 - 20 x 200,PZ,3127.101634728
451305675,MECHA EZETA CILINDRICA A/R  0.20 MM,PZ,3127.5
450905726,CARCIMA 1000 JARDIN 4 PIEZAS,PZ,3150
451301280,BISAGRA T/1842 51 MM,PZ,3182.42
424588485,MECHA EZETA CILIND TITANIO  2.50 MM,PZ,3184.873971883
424588142,MECHA EZETA CILIND TITANIO  6.00 MM,PZ,3193.8
450409282,ACEITERA PLAST PICO FLEX   500 CM3,PZ,3199.57968255
450815611,BISAGRA 5005 PULIDA IMP  25 MM,PZ,3225.18
451305556,CEMENTO 101 DE CONTACTO x    1/8 LT,PZ,3244.44
450818671,PALA MAGER POCERA    C/LARGO,PZ,3258
451305523,COLA W-3 RESISTENTE AL AGUA x 20 KG,PZ,3258.88
451305554,CEMENTO 101 DE CONTACTO x  50    CC,PZ,3258.88
451305558,CEMENTO 101 DE CONTACTO x    1/2 LT,PZ,3284.91
451301146,ARANDELA FICHA BRONCEADA  9.0 MM,PZ,3319.52
424596167,PITON S/TOPE CERRADO BCE 19-50 x 50,PZ,3338.4
424596206,PITON S/TOPE CERRADO BCE 20-60 x 50,PZ,3338.4
450802002,MECHA EZETA COLA CONICA 49.50 MM,PZ,3373.48
450906105,MECHA EZETA CILINDRICA A/R  0.45 MM,PZ,3374.15
450400588,ARCO SIERRA EL ABUELO LA CALADORA,PZ,3383.42
424592791,LEBRILLO CHAPA GALV REF N.24  50 LT,PZ,3383.76
424589525,MECHA EZETA CILINDRICA A/R  6.00 MM,PZ,3435.905889541
424589526,MECHA EZETA CILINDRICA A/R  6.25 MM,PZ,3435.905889541
