Inventory 1,,,,,,,,Inventory 2,,,,,,,,Inventory 3,,,,,,,,,,,,,,
Item,Description,Unit,Cost,,,,,Description,Item,Unit,Cost,,,,,Item,450701238,450818976,450818977,450800832,450801110,450800175,424582395,424570573,450812520,424504541,424572731,424560033,424562533,450802490
424592810,MECHA EZETA WIDIA LARGA 200 12 MM,CJ,52,,,,,MECHA EZETA WIDIA LARGA 200 12 MM,424592810,CJ,52,,,,,,,,,,,,,,,,,,,
424592811,CADENA P/PERRO N.13 LARGO 1.40 MT,CJ,52,,,,,CADENA P/PERRO N.13 LARGO 1.40 MT,424592811,CJ,52,,,,,,,,,,,,,,,,,,,
450801732,MECHA EZETA COLA CONICA 28.00 MM,PZ,52,,,,,MECHA EZETA COLA CONICA 28.00 MM,450801732,PZ,52,,,,,,,,,,,,,,,,,,,
450801733,MECHA EZETA COLA CONICA 27.75 MM,PZ,52,,,,,MECHA EZETA COLA CONICA 27.75 MM,450801733,PZ,52,,,,,,,,,,,,,,,,,,,
450805937,MACHO URANGA A/RAPIDO M 12 x 1.25,PZ,52.36,,,,,MACHO URANGA A/RAPIDO M 12 x 1.25,450805937,PZ,52.36,,,,,,,,,,,,,,,,,,,
424560271,CINTA EVEL 120 STANDARD    20 MT,PZ,52.5,,,,,CINTA EVEL 120 STANDARD    20 MT,424560271,PZ,52.5,,,,,,,,,,,,,,,,,,,
450802194,PICO GHERARDI PALA-HACHA 102 MM C/C,PZ,52.64,,,,,PICO GHERARDI PALA-HACHA 102 MM C/C,450802194,PZ,52.64,,,,,,,,,,,,,,,,,,,
424593688,MACHO URANGA A/RAPIDO NF  5/8  x 18,PZ,52.74,,,,,MACHO URANGA A/RAPIDO NF  5/8  x 18,424593688,PZ,52.74,,,,,,,,,,,,,,,,,,,
450817012,TELA MOSQ ALUM UNIV 1.12 x 30.0 MT,PZ,52.74,,,,,TELA MOSQ ALUM UNIV 1.12 x 30.0 MT,450817012,PZ,52.74,,,,,,,,,,,,,,,,,,,
450802701,CADENA NUDO N. 9,PZ,52.89,,,,,CADENA NUDO N. 9,450802701,PZ,52.89,,,,,,,,,,,,,,,,,,,
424591344,GANCHO P/CAÃ‘O ESTRUCT 40 x  80,FR,52.94,,,,,GANCHO P/CAÃ‘O ESTRUCT 40 x  80,424591344,FR,52.94,,,,,,,,,,,,,,,,,,,
450804935,GUARDACABO GALV   1/2,PZ,53,,,,,GUARDACABO GALV   1/2,450804935,PZ,53,,,,,,,,,,,,,,,,,,,
450813600,CORREA SECCION O N.22,PZ,53.04,,,,,CORREA SECCION O N.22,450813600,PZ,53.04,,,,,,,,,,,,,,,,,,,
424595628,TENAZA GHERARDI CARP N. 7  178 MM,PZ,53.25,,,,,TENAZA GHERARDI CARP N. 7  178 MM,424595628,PZ,53.25,,,,,,,,,,,,,,,,,,,
424574936,TIJERA RTO-CUCHILLA HUALA 18,PZ,53.56,,,,,TIJERA RTO-CUCHILLA HUALA 18,424574936,PZ,53.56,,,,,,,,,,,,,,,,,,,
450814579,MECHA EZETA COLA CONICA 34.75 MM,PZ,53.59,,,,,MECHA EZETA COLA CONICA 34.75 MM,450814579,PZ,53.59,,,,,,,,,,,,,,,,,,,
424560094,MECHA EZETA DE CENTRAR 5.00 MM,PZ,53.73,,,,,MECHA EZETA DE CENTRAR 5.00 MM,424560094,PZ,53.73,,,,,,,,,,,,,,,,,,,
450813038,CUCHARA GHERARDI FORJ N. 5 1/2,PZ,53.82,,,,,CUCHARA GHERARDI FORJ N. 5 1/2,450813038,PZ,53.82,,,,,,,,,,,,,,,,,,,
424595724,GANCHO ESTIRA TEJ GALV 3/8  x 13,PZ,54.26,,,,,GANCHO ESTIRA TEJ GALV 3/8  x 13,424595724,PZ,54.26,,,,,,,,,,,,,,,,,,,
464502650,DISCO AA GOLD    6 PERF 154  G.400,PZ,54.37,,,,,DISCO AA GOLD    6 PERF 154  G.400,464502650,PZ,54.37,,,,,,,,,,,,,,,,,,,
450814509,PALA GHERARDI FORJ POCERA       C/C,PZ,54.63,,,,,PALA GHERARDI FORJ POCERA       C/C,450814509,PZ,54.63,,,,,,,,,,,,,,,,,,,
424595595,LIJA AA GOLD 24K  G.320,PZ,54.64,,,,,LIJA AA GOLD 24K  G.320,424595595,PZ,54.64,,,,,,,,,,,,,,,,,,,
424594991,MACHO URANGA A/RAPIDO BSP 1    x 11,PZ,54.88,,,,,MACHO URANGA A/RAPIDO BSP 1    x 11,424594991,PZ,54.88,,,,,,,,,,,,,,,,,,,
424574937,CINTA EVEL 503 FLEJE 17MM   3 MT,PZ,55.04,,,,,CINTA EVEL 503 FLEJE 17MM   3 MT,424574937,PZ,55.04,,,,,,,,,,,,,,,,,,,
450813093,CORTINA P/BAÃ‘O RTO-PROTECT AMARILLO,PZ,55.06,,,,,CORTINA P/BAÃ‘O RTO-PROTECT AMARILLO,450813093,PZ,55.06,,,,,,,,,,,,,,,,,,,
450813804,MACHO TAP A/LAMINADO BSP 1/4 x 19,PZ,55.22,,,,,MACHO TAP A/LAMINADO BSP 1/4 x 19,450813804,PZ,55.22,,,,,,,,,,,,,,,,,,,
450814107,BIS FICHA P/SOLD REF  80-22   x 1.5,PZ,55.54,,,,,BIS FICHA P/SOLD REF  80-22   x 1.5,450814107,PZ,55.54,,,,,,,,,,,,,,,,,,,
424581089,MECHA EZETA WIDIA CORTA 14 MM,PZ,55.85,,,,,MECHA EZETA WIDIA CORTA 14 MM,424581089,PZ,55.85,,,,,,,,,,,,,,,,,,,
424595494,TENSOR ACERO GALV IMP  1,PZ,55.85,,,,,TENSOR ACERO GALV IMP  1,424595494,PZ,55.85,,,,,,,,,,,,,,,,,,,
450800825,MECHA EZETA COLA CONICA 22.75 MM,PZ,56.05,,,,,MECHA EZETA COLA CONICA 22.75 MM,450800825,PZ,56.05,,,,,,,,,,,,,,,,,,,
450409342,MACHO URANGA A/RAPIDO M 10 x 1.00,PZ,56.24,,,,,MACHO URANGA A/RAPIDO M 10 x 1.00,450409342,PZ,56.24,,,,,,,,,,,,,,,,,,,
424560457,PITON C/TOPE ABIERTO BCE 17-40 x200,PZ,56.34,,,,,PITON C/TOPE ABIERTO BCE 17-40 x200,424560457,PZ,56.34,,,,,,,,,,,,,,,,,,,
451301842,MECHA EZETA CILINDRICA A/R 12.75 MM,PZ,56.46,,,,,MECHA EZETA CILINDRICA A/R 12.75 MM,451301842,PZ,56.46,,,,,,,,,,,,,,,,,,,
451301843,MECHA EZETA CILINDRICA A/R 12.50 MM,PZ,56.46,,,,,MECHA EZETA CILINDRICA A/R 12.50 MM,451301843,PZ,56.46,,,,,,,,,,,,,,,,,,,
424582464,PITON P/MAD SOLDADO  24 -  90 x 25,CJ,56.67,,,,,PITON P/MAD SOLDADO  24 -  90 x 25,424582464,CJ,56.67,,,,,,,,,,,,,,,,,,,
450810862,PICO GHERARDI PALA-HACHA  75 MM,PZ,56.79,,,,,PICO GHERARDI PALA-HACHA  75 MM,450810862,PZ,56.79,,,,,,,,,,,,,,,,,,,
450813601,BANDA AA TELA  75x610 O/A MAD G.100,PZ,56.93,,,,,BANDA AA TELA  75x610 O/A MAD G.100,450813601,PZ,56.93,,,,,,,,,,,,,,,,,,,
450814752,FLEX DUKE PLAST CONEX MET 1/2 x 50,PZ,57.16,,,,,FLEX DUKE PLAST CONEX MET 1/2 x 50,450814752,PZ,57.16,,,,,,,,,,,,,,,,,,,
424580780,MECHA EZETA CILIND TITANIO 11.75 MM,RL,57.2,,,,,MECHA EZETA CILIND TITANIO 11.75 MM,424580780,RL,57.2,,,,,,,,,,,,,,,,,,,
424560960,CLAVO C/CHATA  6-20,PZ,57.51,,,,,CLAVO C/CHATA  6-20,424560960,PZ,57.51,,,,,,,,,,,,,,,,,,,
424594296,MACHO TAP A/LAMINADO NC    6 x 32,PZ,57.52,,,,,MACHO TAP A/LAMINADO NC    6 x 32,424594296,PZ,57.52,,,,,,,,,,,,,,,,,,,
424594297,MACHO TAP A/LAMINADO NC    8 x 32,PZ,57.79,,,,,MACHO TAP A/LAMINADO NC    8 x 32,424594297,PZ,57.79,,,,,,,,,,,,,,,,,,,
450813712,MACHO URANGA A/RAPIDO M 20 x 1.00,PZ,57.89,,,,,MACHO URANGA A/RAPIDO M 20 x 1.00,450813712,PZ,57.89,,,,,,,,,,,,,,,,,,,
424580274,MECHA EZETA JUEGO A/R x 6 UNID,PZ,58.24,,,,,MECHA EZETA JUEGO A/R x 6 UNID,424580274,PZ,58.24,,,,,,,,,,,,,,,,,,,
450810865,TENDEDERO PIE PLEG 7 V ALAMB SIMPLE,PZ,58.24,,,,,TENDEDERO PIE PLEG 7 V ALAMB SIMPLE,450810865,PZ,58.24,,,,,,,,,,,,,,,,,,,
424595625,BANDA AA TELA 100x620 O/A MAD G.120,PZ,58.38,,,,,BANDA AA TELA 100x620 O/A MAD G.120,424595625,PZ,58.38,,,,,,,,,,,,,,,,,,,
424589524,MECHA EZETA CILINDRICA A/R 18.50 MM,PZ,58.69,,,,,MECHA EZETA CILINDRICA A/R 18.50 MM,424589524,PZ,58.69,,,,,,,,,,,,,,,,,,,
424594374,MACHO URANGA A/RAPIDO BSP  5/8 x 14,PZ,58.85,,,,,MACHO URANGA A/RAPIDO BSP  5/8 x 14,424594374,PZ,58.85,,,,,,,,,,,,,,,,,,,
450812695,MACHO URANGA A/ALEADO M 20 x 1.50,PZ,58.9,,,,,MACHO URANGA A/ALEADO M 20 x 1.50,450812695,PZ,58.9,,,,,,,,,,,,,,,,,,,
424582032,LIJA AA GOLD 24K  G.100,PZ,58.92,,,,,LIJA AA GOLD 24K  G.100,424582032,PZ,58.92,,,,,,,,,,,,,,,,,,,
450801682,PITON P/MAD SOLDADO  23 -  90 x 50,PZ,58.98,,,,,PITON P/MAD SOLDADO  23 -  90 x 50,450801682,PZ,58.98,,,,,,,,,,,,,,,,,,,
450814378,CABLE ACERO  6.0 MM 6 x  7+1,PZ,58.99,,,,,CABLE ACERO  6.0 MM 6 x  7+1,450814378,PZ,58.99,,,,,,,,,,,,,,,,,,,
450813227,GRAMPA P/CORREA N.35,PZ,59.18,,,,,GRAMPA P/CORREA N.35,450813227,PZ,59.18,,,,,,,,,,,,,,,,,,,
450814480,TELA AA FENOB G. 36   120 x 45000,LA,59.19,,,,,TELA AA FENOB G. 36   120 x 45000,450814480,LA,59.19,,,,,,,,,,,,,,,,,,,
424599017,MECHA EZETA WIDIA BOSCH 12 x 350 MM,PZ,59.28,,,,,MECHA EZETA WIDIA BOSCH 12 x 350 MM,424599017,PZ,59.28,,,,,,,,,,,,,,,,,,,
424599660,MECHA EZETA WIDIA BOSCH 12 x 460 MM,PZ,59.28,,,,,MECHA EZETA WIDIA BOSCH 12 x 460 MM,424599660,PZ,59.28,,,,,,,,,,,,,,,,,,,
450812508,MECHA EZETA COLA CONICA 30.50 MM,PZ,59.28,,,,,MECHA EZETA COLA CONICA 30.50 MM,450812508,PZ,59.28,,,,,,,,,,,,,,,,,,,
424580971,CABLE ACERO 22.0 MM 6 x 19+1,PZ,59.95,,,,,CABLE ACERO 22.0 MM 6 x 19+1,424580971,PZ,59.95,,,,,,,,,,,,,,,,,,,
450800252,LIJA AA COLORADO RUBI G.180 FIN,PZ,61.14,,,,,LIJA AA COLORADO RUBI G.180 FIN,450800252,PZ,61.14,,,,,,,,,,,,,,,,,,,
450802248,MECHA EZETA COLA CONICA  8.25 MM,PZ,61.2,,,,,MECHA EZETA COLA CONICA  8.25 MM,450802248,PZ,61.2,,,,,,,,,,,,,,,,,,,
450813761,MAQ ZONTA RTO-REGLA CENTIMETRADA,PZ,61.29,,,,,MAQ ZONTA RTO-REGLA CENTIMETRADA,450813761,PZ,61.29,,,,,,,,,,,,,,,,,,,
450813035,CORTINA P/BAÃ‘O COMPLETA VERDE,PZ,61.36,,,,,CORTINA P/BAÃ‘O COMPLETA VERDE,450813035,PZ,61.36,,,,,,,,,,,,,,,,,,,
450814192,BROCA MANUAL UR34 3/4,PZ,61.36,,,,,BROCA MANUAL UR34 3/4,450814192,PZ,61.36,,,,,,,,,,,,,,,,,,,
424560459,PITON C/TOPE ABIERTO BCE 21-60 x 50,PZ,61.52,,,,,PITON C/TOPE ABIERTO BCE 21-60 x 50,424560459,PZ,61.52,,,,,,,,,,,,,,,,,,,
424560580,GRAMPA PRENSA CABLE GALV   5/16,PZ,61.62,,,,,GRAMPA PRENSA CABLE GALV   5/16,424560580,PZ,61.62,,,,,,,,,,,,,,,,,,,
450821758,GRAMPA P/CORREA N.15,PZ,62,,,,,GRAMPA P/CORREA N.15,450821758,PZ,62,,,,,,,,,,,,,,,,,,,
450805374,TIJERA GHERARDI CESPED 3 POSICIONES,PZ,62.11,,,,,TIJERA GHERARDI CESPED 3 POSICIONES,450805374,PZ,62.11,,,,,,,,,,,,,,,,,,,
424573143,TABLA PLANCHAR RTO-FUNDA P/PREMIUM,PZ,62.4,,,,,TABLA PLANCHAR RTO-FUNDA P/PREMIUM,424573143,PZ,62.4,,,,,,,,,,,,,,,,,,,
424595769,CUCHARA GHERARDI FORJ N.10,PZ,62.5,,,,,CUCHARA GHERARDI FORJ N.10,424595769,PZ,62.5,,,,,,,,,,,,,,,,,,,
413052483,REGADERA PLAST 10 LT,PZ,62.68,,,,,REGADERA PLAST 10 LT,413052483,PZ,62.68,,,,,,,,,,,,,,,,,,,
450803941,BANDA AA TELA  75x533 O/A MAD G.100,PZ,62.83,,,,,BANDA AA TELA  75x533 O/A MAD G.100,450803941,PZ,62.83,,,,,,,,,,,,,,,,,,,
450803181,HERRADURA ACANALADA PESADA 1,PZ,62.85,,,,,HERRADURA ACANALADA PESADA 1,450803181,PZ,62.85,,,,,,,,,,,,,,,,,,,
424572714,MECHA EZETA WIDIA BOSCH 10 x 460 MM,PZ,62.97,,,,,MECHA EZETA WIDIA BOSCH 10 x 460 MM,424572714,PZ,62.97,,,,,,,,,,,,,,,,,,,
424572715,MECHA EZETA DE CENTRAR 4.00 MM,PZ,63.09,,,,,MECHA EZETA DE CENTRAR 4.00 MM,424572715,PZ,63.09,,,,,,,,,,,,,,,,,,,
450814178,TOR P/MECHA C/HEXAG  C/A 14 x 4,PZ,63.28,,,,,TOR P/MECHA C/HEXAG  C/A 14 x 4,450814178,PZ,63.28,,,,,,,,,,,,,,,,,,,
450800813,MACHO URANGA A/ALEADO NC 1     x  8,PZ,63.43,,,,,MACHO URANGA A/ALEADO NC 1     x  8,450800813,PZ,63.43,,,,,,,,,,,,,,,,,,,
450814474,MACHO URANGA A/ALEADO M  8 x 1.00,PZ,63.52,,,,,MACHO URANGA A/ALEADO M  8 x 1.00,450814474,PZ,63.52,,,,,,,,,,,,,,,,,,,
450813073,ALAMB REC NEGRO N.14 x 1 KG,PZ,63.65,,,,,ALAMB REC NEGRO N.14 x 1 KG,450813073,PZ,63.65,,,,,,,,,,,,,,,,,,,
464502377,MAQ P/RALLAR RTO-TACO,PZ,63.86,,,,,MAQ P/RALLAR RTO-TACO,464502377,PZ,63.86,,,,,,,,,,,,,,,,,,,
450814124,ABRAZ AMERICANA 3005    45 -  60 MM,PZ,63.88,,,,,ABRAZ AMERICANA 3005    45 -  60 MM,450814124,PZ,63.88,,,,,,,,,,,,,,,,,,,
424589974,HILO ALGODON CRUDO 10 x  50 GR,PZ,63.96,,,,,HILO ALGODON CRUDO 10 x  50 GR,424589974,PZ,63.96,,,,,,,,,,,,,,,,,,,
450813404,CLAVO C/CHATA  9-20,PZ,63.97,,,,,CLAVO C/CHATA  9-20,450813404,PZ,63.97,,,,,,,,,,,,,,,,,,,
424573144,RIEL DOBLE BLANCO 1.00 MT,PZ,64.36,,,,,RIEL DOBLE BLANCO 1.00 MT,424573144,PZ,64.36,,,,,,,,,,,,,,,,,,,
450813126,PALA GHERARDI FORJ 1/2 L ANCHA  C/C,PZ,64.43,,,,,PALA GHERARDI FORJ 1/2 L ANCHA  C/C,450813126,PZ,64.43,,,,,,,,,,,,,,,,,,,
424595710,GRILLETE FORJ GALV   1/4  x   5/16,PZ,64.47,,,,,GRILLETE FORJ GALV   1/4  x   5/16,424595710,PZ,64.47,,,,,,,,,,,,,,,,,,,
424573145,MECHA EZETA COLA CONICA 35.00 MM,PZ,64.48,,,,,MECHA EZETA COLA CONICA 35.00 MM,424573145,PZ,64.48,,,,,,,,,,,,,,,,,,,
424561133,TIJERA RTO-CUCHILLA HUALA 36,PZ,64.83,,,,,TIJERA RTO-CUCHILLA HUALA 36,424561133,PZ,64.83,,,,,,,,,,,,,,,,,,,
424596136,AZADA GHERARDI MENDOCINA 2      LBS,PZ,65,,,,,AZADA GHERARDI MENDOCINA 2      LBS,424596136,PZ,65,,,,,,,,,,,,,,,,,,,
450803182,HERRADURA ACANALADA PESADA C/CLIP 6,PZ,65,,,,,HERRADURA ACANALADA PESADA C/CLIP 6,450803182,PZ,65,,,,,,,,,,,,,,,,,,,
450813416,TIJERA GHERARDI CORTA PERNOS 24,PZ,65.32,,,,,TIJERA GHERARDI CORTA PERNOS 24,450813416,PZ,65.32,,,,,,,,,,,,,,,,,,,
450802917,CLAVO CAJ PULIDO 12- 50 x 30 KG,PZ,65.39,,,,,CLAVO CAJ PULIDO 12- 50 x 30 KG,450802917,PZ,65.39,,,,,,,,,,,,,,,,,,,
450811410,PALANQ  LAMINADA 1045  76.20 MM,PZ,65.47,,,,,PALANQ  LAMINADA 1045  76.20 MM,450811410,PZ,65.47,,,,,,,,,,,,,,,,,,,
450802249,CORTINA P/BAÃ‘O COMPLETA ROJA,PZ,65.72,,,,,CORTINA P/BAÃ‘O COMPLETA ROJA,450802249,PZ,65.72,,,,,,,,,,,,,,,,,,,
450803363,PALANQ  LAMINADA 1010 101.60 MM,PZ,65.74,,,,,PALANQ  LAMINADA 1010 101.60 MM,450803363,PZ,65.74,,,,,,,,,,,,,,,,,,,
424580007,TELA M/SOMBRA 100 MT NEGRO      80%,PQ,66.66,,,,,TELA M/SOMBRA 100 MT NEGRO      80%,424580007,PQ,66.66,,,,,,,,,,,,,,,,,,,
424595685,FLEX DUKE EXTENSIBLE 40 x 40-50 MM,PZ,66.75,,,,,FLEX DUKE EXTENSIBLE 40 x 40-50 MM,424595685,PZ,66.75,,,,,,,,,,,,,,,,,,,
424595686,TENAZA GHERARDI AZULEJISTA N.6,PZ,66.75,,,,,TENAZA GHERARDI AZULEJISTA N.6,424595686,PZ,66.75,,,,,,,,,,,,,,,,,,,
424595687,PINZA GHERARDI PICO LORO D/CREM 250,PZ,66.75,,,,,PINZA GHERARDI PICO LORO D/CREM 250,424595687,PZ,66.75,,,,,,,,,,,,,,,,,,,
450804597,CLAVO P/PARIS FRACC  3 1/2,PZ,66.85,,,,,CLAVO P/PARIS FRACC  3 1/2,450804597,PZ,66.85,,,,,,,,,,,,,,,,,,,
424595616,MAZA GHERARDI FORJADA 1.00 KG,PZ,67.03,,,,,MAZA GHERARDI FORJADA 1.00 KG,424595616,PZ,67.03,,,,,,,,,,,,,,,,,,,
450813904,MACHO TAP A/LAMINADO NF  5/32 x 36,PZ,67.24,,,,,MACHO TAP A/LAMINADO NF  5/32 x 36,450813904,PZ,67.24,,,,,,,,,,,,,,,,,,,
424593605,GUANTE LATEX P/LARGO CHICO,PZ,67.28,,,,,GUANTE LATEX P/LARGO CHICO,424593605,PZ,67.28,,,,,,,,,,,,,,,,,,,
450802681,LIJA AA FENOB G. 36   120 x 45000,PZ,67.43,,,,,LIJA AA FENOB G. 36   120 x 45000,450802681,PZ,67.43,,,,,,,,,,,,,,,,,,,
424599012,CLAVO C/PIZARRA 16-50,PZ,67.47,,,,,CLAVO C/PIZARRA 16-50,424599012,PZ,67.47,,,,,,,,,,,,,,,,,,,
422501491,CINTA EVEL 102 BOX          2 MT,PZ,67.6,,,,,CINTA EVEL 102 BOX          2 MT,422501491,PZ,67.6,,,,,,,,,,,,,,,,,,,
450804624,MECHA EZETA COLA CONICA 31.75 MM,PZ,67.78,,,,,MECHA EZETA COLA CONICA 31.75 MM,450804624,PZ,67.78,,,,,,,,,,,,,,,,,,,
450804401,LLANA VOSS 2000 PLASTICA 12 x 12,PZ,67.94,,,,,LLANA VOSS 2000 PLASTICA 12 x 12,450804401,PZ,67.94,,,,,,,,,,,,,,,,,,,
450813310,CLAVO ESCUADRA PUL 21 -  70 x 100,PZ,68,,,,,CLAVO ESCUADRA PUL 21 -  70 x 100,450813310,PZ,68,,,,,,,,,,,,,,,,,,,
424560997,RIEGO ROCIADOR GIRATORIO ACOPLE RAP,PZ,68.03,,,,,RIEGO ROCIADOR GIRATORIO ACOPLE RAP,424560997,PZ,68.03,,,,,,,,,,,,,,,,,,,
424595598,MARTILLO GHERARDI BOLITA 200 GR,PZ,68.26,,,,,MARTILLO GHERARDI BOLITA 200 GR,424595598,PZ,68.26,,,,,,,,,,,,,,,,,,,
450813630,MECHA EZETA COLA CONICA  7.25 MM,PZ,68.52,,,,,MECHA EZETA COLA CONICA  7.25 MM,450813630,PZ,68.52,,,,,,,,,,,,,,,,,,,
424566919,CADENA P/PERRO N. 8 LARGO 1.70 MT,PZ,68.64,,,,,CADENA P/PERRO N. 8 LARGO 1.70 MT,424566919,PZ,68.64,,,,,,,,,,,,,,,,,,,
450806076,MENSULA DOBLE NEGRA  170 MM,PZ,68.72,,,,,MENSULA DOBLE NEGRA  170 MM,450806076,PZ,68.72,,,,,,,,,,,,,,,,,,,
450810954,CLAVO P/PARIS FRACC  2,PZ,68.89,,,,,CLAVO P/PARIS FRACC  2,450810954,PZ,68.89,,,,,,,,,,,,,,,,,,,
422501414,CADENA NUDO N.15,PZ,69.14,,,,,CADENA NUDO N.15,422501414,PZ,69.14,,,,,,,,,,,,,,,,,,,
424564741,PITON HO PUL ESCUAD  25 - 110 x  50,PZ,69.24,,,,,PITON HO PUL ESCUAD  25 - 110 x  50,424564741,PZ,69.24,,,,,,,,,,,,,,,,,,,
424595650,LIJA AA GOLD 24K  G.500,PZ,69.48,,,,,LIJA AA GOLD 24K  G.500,424595650,PZ,69.48,,,,,,,,,,,,,,,,,,,
450801758,GUANTE LATEX P/CORTO  9,PZ,69.67,,,,,GUANTE LATEX P/CORTO  9,450801758,PZ,69.67,,,,,,,,,,,,,,,,,,,
450805639,MECHA EZETA COLA CONICA 41.25 MM,PZ,69.77,,,,,MECHA EZETA COLA CONICA 41.25 MM,450805639,PZ,69.77,,,,,,,,,,,,,,,,,,,
450810720,SELLADOR S-28 SILIC TRANSP  50 GR,PZ,69.9,,,,,SELLADOR S-28 SILIC TRANSP  50 GR,450810720,PZ,69.9,,,,,,,,,,,,,,,,,,,
450817508,GANCHO J P/GALPON COMP 1/4 x  50 MM,PZ,70,,,,,GANCHO J P/GALPON COMP 1/4 x  50 MM,450817508,PZ,70,,,,,,,,,,,,,,,,,,,
450803662,LEBRILLO CHAPA GALV REF N.20  35 LT,PZ,70.47,,,,,LEBRILLO CHAPA GALV REF N.20  35 LT,450803662,PZ,70.47,,,,,,,,,,,,,,,,,,,
424595574,AZADA GHERARDI MENDOCINA 2 1/2  LBS,PZ,70.72,,,,,AZADA GHERARDI MENDOCINA 2 1/2  LBS,424595574,PZ,70.72,,,,,,,,,,,,,,,,,,,
450813364,TOR P/MECHA C/FIJAD-PHIL 10 x   1/2,PZ,70.72,,,,,TOR P/MECHA C/FIJAD-PHIL 10 x   1/2,450813364,PZ,70.72,,,,,,,,,,,,,,,,,,,
450814165,CAÃ‘O CRISTAL 16 - 20  x  25 MT,PZ,70.72,,,,,CAÃ‘O CRISTAL 16 - 20  x  25 MT,450814165,PZ,70.72,,,,,,,,,,,,,,,,,,,
450814488,VIRUTA ACERO GRUESA  x 330 GR,PZ,70.72,,,,,VIRUTA ACERO GRUESA  x 330 GR,450814488,PZ,70.72,,,,,,,,,,,,,,,,,,,
424580028,GRAMPA P/CORREA N.27,PZ,71.18,,,,,GRAMPA P/CORREA N.27,424580028,PZ,71.18,,,,,,,,,,,,,,,,,,,
424595633,BANDA AA TELA  64x410 O/A MAD G. 36,PZ,71.51,,,,,BANDA AA TELA  64x410 O/A MAD G. 36,424595633,PZ,71.51,,,,,,,,,,,,,,,,,,,
424560613,MECHA EZETA DOBLE PUNTA 2.50 MM,PZ,71.61,,,,,MECHA EZETA DOBLE PUNTA 2.50 MM,424560613,PZ,71.61,,,,,,,,,,,,,,,,,,,
450813955,CORREA SECCION O N.21,PZ,71.94,,,,,CORREA SECCION O N.21,450813955,PZ,71.94,,,,,,,,,,,,,,,,,,,
450906149,BISAGRA T 3 MODELO 520,PZ,72,,,,,BISAGRA T 3 MODELO 520,450906149,PZ,72,,,,,,,,,,,,,,,,,,,
424589913,TENDEDERO EXTENS 9 V  60 CM,PZ,72.8,,,,,TENDEDERO EXTENS 9 V  60 CM,424589913,PZ,72.8,,,,,,,,,,,,,,,,,,,
450802129,CLAVO ACERO ESC GALV 4.0 - 80 x 50,PZ,72.88,,,,,CLAVO ACERO ESC GALV 4.0 - 80 x 50,450802129,PZ,72.88,,,,,,,,,,,,,,,,,,,
424593687,MACHO URANGA A/RAPIDO NF  9/16 x 18,PZ,73.39,,,,,MACHO URANGA A/RAPIDO NF  9/16 x 18,424593687,PZ,73.39,,,,,,,,,,,,,,,,,,,
450901049,GANCHO ESTIRA TEJ GALV 3/8  x  9,PZ,73.46,,,,,GANCHO ESTIRA TEJ GALV 3/8  x  9,450901049,PZ,73.46,,,,,,,,,,,,,,,,,,,
424560534,COLLAR SUELA N.16 LISO - 37 CM,PZ,73.55,,,,,COLLAR SUELA N.16 LISO - 37 CM,424560534,PZ,73.55,,,,,,,,,,,,,,,,,,,
424566917,RIEGO REGADOR 5V ACOPLE RAPIDO,PZ,74.36,,,,,RIEGO REGADOR 5V ACOPLE RAPIDO,424566917,PZ,74.36,,,,,,,,,,,,,,,,,,,
424583416,GANCHO P/CAÃ‘O ESTRUCT 35 x  90,CJ,74.74,,,,,GANCHO P/CAÃ‘O ESTRUCT 35 x  90,424583416,CJ,74.74,,,,,,,,,,,,,,,,,,,
450804301,CORREA SECCION A N.33,PZ,74.88,,,,,CORREA SECCION A N.33,450804301,PZ,74.88,,,,,,,,,,,,,,,,,,,
450817102,CLAVO PUNTA PARIS 5      x 20 KG,PZ,75.07,,,,,CLAVO PUNTA PARIS 5      x 20 KG,450817102,PZ,75.07,,,,,,,,,,,,,,,,,,,
450811407,ADAP POZIDRIVE P/AUTOPERF 1 x 25 MM,PZ,75.14,,,,,ADAP POZIDRIVE P/AUTOPERF 1 x 25 MM,450811407,PZ,75.14,,,,,,,,,,,,,,,,,,,
424565244,RIEGO REGADOR 1V ACOPLE RAPIDO,PZ,75.28,,,,,RIEGO REGADOR 1V ACOPLE RAPIDO,424565244,PZ,75.28,,,,,,,,,,,,,,,,,,,
450814123,TENDEDERO PIE PLEG 9 V ALAMB SIMPLE,PZ,75.37,,,,,TENDEDERO PIE PLEG 9 V ALAMB SIMPLE,450814123,PZ,75.37,,,,,,,,,,,,,,,,,,,
450906091,ARANDELA FICHA BRONCEADA 10.0 MM,PZ,75.43,,,,,ARANDELA FICHA BRONCEADA 10.0 MM,450906091,PZ,75.43,,,,,,,,,,,,,,,,,,,
450813498,SOGA ELASTICA 5 MM,PZ,75.46,,,,,SOGA ELASTICA 5 MM,450813498,PZ,75.46,,,,,,,,,,,,,,,,,,,
450800228,TENSOR ACERO GALV IMP  1/4,PZ,75.56,,,,,TENSOR ACERO GALV IMP  1/4,450800228,PZ,75.56,,,,,,,,,,,,,,,,,,,
450803178,FAROL A GAS P/MICROGARRAFA,PZ,75.65,,,,,FAROL A GAS P/MICROGARRAFA,450803178,PZ,75.65,,,,,,,,,,,,,,,,,,,
